Yield,Clusters,Long,Lat,Intercrop,Fert,Manure,Labour,Pest,Residue,Rotation,Fallow,Femhead,Mindis,Erosion,Hhsize,Headage,Meanedu,Educmax,Landsize,Nplots,FempltsF,TLU,CropD,LvstD,Ntreat,Ncrop,FertHa,Totincome,MaizeA,octEVI,novEVI,decEVI,janEVI,febEVI,marEVI,aprEVI,seasEVI,octprec,novprec,decprec,janprec,febprec,marprec,aprprec,seasprec,pdsi,lst,Maxtemp,Mintemp,Soilmoist,Silt,Sand,Clay,CEC,Orgcab,Soilbulk,DEM,MarketAccess,LivDens
2471.050049,6,34.10106112,-14.20633984,1,0,0,0,0,0,1,0,1,0,1,4,55,5,5,0.202347234,1,0,0,5,0,0,4,0,15.3710022,0.080937251,0.149531442,0.171621853,0.184436756,0.341041176,0.506679645,0.431092332,0.36793371,0.352467449,35,50,331,243,208,305,72,1244,4.199999809,37.19468178,26.60000038,16.60000038,1164.900024,26.72052262,24.08060792,21.85551193,25.97816156,24.08060792,134.4496667,1236.885671,10,2593.521505
2702.710938,6,34.1005556,-14.20748861,1,0,1,0,0,1,0,0,1,0,1,1,72,0,0,0.242816687,2,0,0.130000001,5,2,0,7,0,207.3878174,0.129499607,0.148699999,0.172399998,0.183249995,0.342799991,0.504800022,0.4296,0.366849989,0.350300014,35,50,331,243,208,305,72,1244,4.199999809,37.2700119,26.60000038,16.60000038,1164.900024,24.85778133,24.09784808,20.08008158,25.00649746,24.09784808,137.4486292,1236.971517,10,2600.086357
741.3150024,6,34.58217374,-14.60688554,1,1,0,0,0,0,1,0,1,1,0,3,73,1,1,0.607041657,1,0,0.200000003,3,1,0,4,1.647333384,26.36991882,0.202343136,0.148741722,0.209275137,0.243658376,0.376845527,0.462737454,0.414716676,0.371445911,0.365883381,41,47,358,328,226,516,52,1568,4.099999905,37.55001068,26.5,17.20000076,1759.400024,18.45431856,21.6372576,19.44610436,24.49138756,21.6372576,135.6077878,908.9214769,17.5693819,1706.085844
219.64888,1,34.74140167,-14.72087288,1,1,1,0,0,1,1,0,1,1,1,4,39,9,9,0.505868077,2,0,0.02,6,1,0,6,1.976799965,38.9685173,0.182108827,0.144738178,0.154201385,0.241486856,0.355738599,0.438494538,0.387010189,0.30280869,0.318458586,44,47,340,356,234,532,32,1585,4.099999905,37.40999603,27.20000076,17.79999924,1592.800049,14.38682814,20.67011383,13.71311407,21.28098409,20.67011383,138.7549409,1108.959537,18,1051.154851
345.946991,6,34.58603154,-14.60267139,0,1,0,0,0,0,1,0,0,0,1,6,66,4,10,1.214083433,3,0,0,3,0,0,4,4.11833334,132.2371521,1.011715651,0.166387323,0.196849695,0.232834512,0.33203186,0.472552322,0.428392205,0.338627184,0.33516119,39,41,337,316,216,499,40,1488,3.799999952,37.86998749,28.10000038,18.5,1710,18.73692198,20.28163508,17.04309223,24.00502868,20.28163508,134.1459339,901.660962,17.67597064,1606.909847
370.6575012,6,34.10057943,-14.20659629,1,1,1,0,0,1,1,0,1,1,0,2,76,2,2,0.607041717,2,0,0.02,5,1,2,5,4.941999912,28.12621689,0.202343136,0.148699999,0.172399998,0.183249995,0.342799991,0.504800022,0.4296,0.366849989,0.350300014,35,50,331,243,208,305,72,1244,4.199999809,37.2700119,26.60000038,16.60000038,1164.900024,26.18983795,24.39628015,21.2413638,25.25191373,24.39628015,138.4498278,1235.400172,10,2597.121655
213.4816437,3,34.59686612,-14.43823119,0,1,1,1,1,0,1,1,1,1,0,4,41,6,7,1.922298551,3,0,0.200000003,3,1,0,4,4.942000389,207.8516235,1.873697378,0.129740726,0.15239741,0.239662461,0.382571732,0.378859825,0.367383712,0.319184545,0.345357649,36,33,337,313,192,438,29,1378,3.900000095,40.06999969,30,20.70000076,1785.800049,22.4584762,20.6923802,16.10390719,23.61334336,20.6923802,136.0778264,558.8360293,17,899.515023
630.3699341,6,34.10117576,-14.20562586,1,1,1,0,0,1,1,0,0,1,1,7,42,3.5,5,0.509915054,5,100,0,7,0,0,7,5.883332729,13.26318741,0.198296269,0.152291981,0.137604109,0.19820252,0.308918837,0.518003552,0.462127039,0.395621099,0.353590301,35,50,331,243,208,305,72,1244,4.199999809,36.46906538,26.60000038,16.60000038,1164.900024,27.63262154,24.15576156,23.96026702,25.61789797,24.15576156,136.0930257,1236.118401,10,2590.727589
170.4172516,1,34.74492645,-14.73335361,1,1,1,0,0,0,0,0,0,1,1,3,53,0.5,1,0.708215296,3,100,0,3,0,0,4,7.059999943,32.76205826,0.586795077,0.149647861,0.167308222,0.237710933,0.376463381,0.468716973,0.442078826,0.342739932,0.342607914,44,47,340,356,234,532,32,1585,4.099999905,36.24895685,27.20000076,17.79999924,1592.800049,13.09845074,21.08391804,15.47252875,21.81919201,21.08391804,138.8810983,1111.344942,18,1061.548884
411.8416748,6,34.07180073,-14.32212085,1,1,1,0,1,1,1,0,0,1,0,5,32,5.5,8,0.566572249,4,0,0.050000001,4,1,0,4,7.059999943,248.3535919,0.364217639,0.127900004,0.144800007,0.206750005,0.293300003,0.430700004,0.424950004,0.364600003,0.326799989,39,54,341,246,223,306,87,1296,4.199999809,33.4200058,26.5,16.5,1106.199951,14.36686939,23.69763191,24.12984566,25.11728716,23.69763191,136.471013,1256.484627,10,2570.288053
494.210022,6,34.07041078,-14.3128171,1,1,1,0,0,1,0,0,0,1,0,6,65,2.5,5,0.687980533,2,0,0.01,5,1,0,3,7.267647266,24.92923164,0.303514689,0.156000003,0.178499997,0.258399993,0.466749996,0.457399994,0.440649986,0.380800009,0.393099993,39,54,341,246,223,306,87,1296,4.199999809,34.0200119,26.5,16.5,1106.199951,15.36389367,24.81426639,23.56643013,25.18444821,24.81426639,131.7940977,1253.096752,10,2581.480006
1192.173218,6,34.07088733,-14.31663931,1,1,0,0,0,0,0,0,0,1,0,7,56,5.5,11,0.607041717,3,0,0.5,5,1,0,6,7.41299963,63.24793625,0.230671167,0.153722655,0.190506199,0.276489728,0.539542032,0.502963537,0.432019239,0.432627504,0.421768986,39,54,341,246,223,306,87,1296,4.199999809,33.73429428,26.5,16.5,1106.199951,15.04360347,24.25250163,21.27784357,24.3407019,24.25250163,132.8459088,1265.017411,10,2576.624776
1853.287476,1,34.72661885,-14.90631676,1,1,0,0,0,1,0,1,1,0,0,3,61,3.5,4,1.618777871,2,0,0,3,0,0,2,7.41299963,440.7666931,0.404686272,0.164000005,0.204995704,0.359948917,0.530109258,0.518593367,0.477375577,0.367021713,0.436925031,54,53,333,380,216,530,40,1606,4.199999809,31.54000282,27.89999962,18.60000038,1351,15.47973548,21.19640014,16.22407133,24.16989989,21.19640014,138.4750638,886.7834592,18,1025.785628
205.9208221,6,34.1006111,-14.20619171,1,1,0,0,0,0,1,0,1,0,1,9,40,7,8,1.214083314,2,0,0.039999999,5,1,1,7,7.413000107,20.45072556,0.242811769,0.144640974,0.156147256,0.186427351,0.338541342,0.514648145,0.451558667,0.363123675,0.342847365,35,50,331,243,208,305,72,1244,4.199999809,37.2700119,26.60000038,16.60000038,1164.900024,26.43918042,24.5766339,22.49879152,25.78670421,24.5766339,137.0329017,1233.945692,10,2595.661525
274.5611267,6,34.11703918,-14.18655792,1,1,1,0,0,0,1,0,0,1,1,9,54,5.833333492,8,0.910562515,3,100,0,6,0,0,9,7.68755579,57.81002808,0.546326458,0.1743,0.110950001,0.225400001,0.508449972,0.57190001,0.484200001,0.391950011,0.384799987,35,50,331,243,208,305,72,1244,4.199999809,37.11998749,26.60000038,16.60000038,1164.900024,19.02230061,24.32374641,20.6377409,24.35585206,24.32374641,135.3488418,1186.954056,10,2534.495576
272.5422668,6,34.52279376,-14.21635779,0,1,1,0,0,0,0,0,0,0,1,2,57,2.5,4,0.610041678,3,0,0.120000001,2,2,0,2,8.19616127,7.313019753,0.550373331,0.141000003,0.161500007,0.268649995,0.358850002,0.455300003,0.41049999,0.383049995,0.363799989,35,34,346,340,183,410,42,1390,4.300000191,40.5200119,30,20.89999962,1659.099976,20.31404551,20.51775076,15.21824873,22.89717474,20.51775076,139.9006079,520.0969188,17,1190.114057
236.5898895,1,34.73199608,-14.68817313,1,1,1,0,0,0,1,0,1,1,0,6,35,5,6,1.214083314,3,0,0.100000001,4,1,0,6,8.236666679,161.456665,0.951012731,0.143900007,0.185100004,0.357849985,0.451000005,0.466549993,0.437550008,0.341899991,0.379700005,42,44,331,342,222,528,31,1540,3.900000095,37.65999603,27.70000076,18.29999924,1627.400024,13.69060064,22,15.28516211,23.01161183,22,137.0299855,1002.75832,18,992.936104
823.6833496,6,34.10111548,-14.20682042,1,1,1,0,0,1,0,0,0,1,0,7,50,5,8,0.607041717,2,100,0.039999999,5,1,1,5,8.236666679,100.0968018,0.242811754,0.150587002,0.170633959,0.185943413,0.338808258,0.509065938,0.432986923,0.369309548,0.355219122,35,50,331,243,208,305,72,1244,4.199999809,37.09904697,26.60000038,16.60000038,1164.900024,25.82886986,24.5445039,23.42098623,25.43134363,24.5445039,133.9233219,1240.995242,10,2594.648676
1386.19873,1,34.74881363,-14.9428215,1,1,0,0,0,0,1,0,1,1,0,4,51,5,5,1.416430593,3,0,0.039999999,7,1,0,7,8.472000122,190.1591492,0.829606876,0.131500006,0.149200007,0.231099993,0.416900009,0.448949993,0.434300005,0.301149994,0.313499987,54,55,334,393,212,543,41,1632,4.300000191,32.34999847,27.79999924,18.60000038,1295.5,19.16324876,21.78100237,22.19245011,24.72038139,21.78100237,135.9026017,861.4058989,18,884.9175789
854.3448486,1,34.74297333,-14.93235302,1,1,0,0,0,0,1,0,1,1,0,5,55,6.25,9,0.945123434,4,0,0.01,3,2,0,6,9.522565842,77.62459564,0.702292547,0.119199999,0.142550007,0.266849995,0.366649985,0.440100014,0.38804999,0.333200008,0.346300006,54,55,334,393,212,543,41,1632,4.300000191,35.45000458,27.79999924,18.60000038,1295.5,19.61541852,21,14.83805973,22.64816192,21,139.1912396,870.3935262,18,923.3597622
247.105011,6,34.06982601,-14.31393697,0,1,1,0,0,0,1,0,0,1,1,3,75,3,9,0.708215296,2,100,0,1,0,0,2,9.883999825,52.1187706,0.708200946,0.144700006,0.176850006,0.25514999,0.406300008,0.458149999,0.518649995,0.394800007,0.383100003,39,54,341,246,223,306,87,1296,4.199999809,34.0200119,26.5,16.5,1106.199951,14.35277595,24.1185572,22.35644449,23.64129972,24.1185572,133.9653797,1254.502631,10,2576.63214
432.4337463,1,34.74339294,-14.7235651,1,1,1,0,0,0,0,0,1,1,1,4,38,5.5,6,0.505868077,2,0,0,3,0,0,3,9.883999825,195.6272583,0.404686257,0.150399998,0.165749997,0.251300007,0.365150005,0.452800006,0.411650002,0.346700013,0.342099994,44,47,340,356,234,532,32,1585,4.099999905,37.40999603,27.20000076,17.79999924,1592.800049,13.98889735,20.53123521,10.74979921,22,20.53123521,139.969018,1106.996828,18,1050.822988
1976.839966,6,34.51691056,-14.22619944,1,1,1,0,0,0,0,0,1,0,1,4,26,9,11,0.404694468,1,0,0,3,1,0,3,9.883999825,66.3230896,0.202343136,0.159899995,0.205012034,0.31941392,0.350669178,0.441387359,0.439109436,0.375282932,0.373497632,35,34,346,340,183,410,42,1390,4.300000191,39.80325688,30,20.89999962,1659.099976,17.94395049,19.41615538,17.06170963,21.26559086,19.41615538,141.2083657,528.6827867,17,1156.715739
988.4199829,3,34.59392377,-14.4327042,1,1,1,0,0,0,0,0,1,1,1,7,38,5,8,1.163496494,4,0,0.170000002,4,2,1,6,11.17321777,71.31861877,0.617146559,0.138300002,0.159568971,0.218408824,0.345349997,0.460206094,0.423964523,0.377918672,0.356711551,36,33,337,313,192,438,29,1378,3.900000095,36.39000702,30,20.70000076,1785.800049,23.2968216,20.13426895,17.83880672,23.56878201,20.13426895,137.1544524,554.1999373,17,911.8031845
646.2745972,6,34.6326828,-14.640625,1,1,1,0,0,0,0,0,0,1,0,8,47,4,6,0.445163906,2,0,0.140000001,4,1,0,6,11.2318182,13.30289841,0.263046082,0.142036831,0.167168428,0.192588142,0.387018379,0.419211777,0.3798671,0.355306555,0.33954735,39,42,334,319,220,511,35,1500,3.799999952,39.91789776,27.89999962,18.5,1657.800049,17.00554618,20.84668792,16.39598443,24.03976836,20.84668792,139.1496514,945.0846666,18,967.4028296
308.8812561,6,34.51598727,-14.23810082,1,1,1,0,1,0,1,1,0,0,0,8,51,7.5,12,3.439903021,8,60,0.170000002,6,1,0,12,11.33752918,151.4648132,2.83280389,0.138999999,0.153999999,0.265850008,0.365399987,0.400900006,0.443599999,0.382800013,0.371499985,35,34,346,340,183,410,42,1390,4.300000191,38.83998871,30,20.89999962,1659.099976,15.3864229,19.11582892,15.11768571,21.7362872,19.11582892,140.4815489,545.1361491,17,1184.814975
747.0616455,6,34.59463641,-14.62613428,1,1,0,0,0,0,1,0,1,0,0,5,60,0,0,1.011736155,3,0,0,4,0,0,5,11.36660004,508.8423767,0.870075464,0.166600004,0.169149995,0.197850004,0.338950008,0.474750012,0.39379999,0.354600012,0.350800008,39,43,338,316,226,505,41,1508,3.799999952,38.01000214,27.79999924,18.39999962,1656.300049,17.32572219,20.17648218,15.65042037,23.11407824,20.17648218,136.2374622,914.4161288,18,1547.593902
303.7332458,6,34.63339233,-14.64017868,1,1,1,0,0,1,0,1,0,0,1,7,50,5.75,8,2.630514145,3,0,0.100000001,5,2,0,10,11.40461445,221.5254059,1.942494042,0.139899999,0.169,0.189649999,0.377249986,0.406199992,0.379599988,0.349849999,0.336800009,39,42,334,319,220,511,35,1500,3.799999952,39.1700058,27.89999962,18.5,1657.800049,17,21.01978798,16.02144825,24.30411972,21.01978798,138.0231098,947.5064839,18,963.5759034
640.6425781,6,34.5170248,-14.22619106,0,1,1,0,0,0,0,0,0,0,1,3,70,2,4,0.607041717,2,0,1.210000047,2,2,0,2,11.53133297,53.81835938,0.546326458,0.159899995,0.200000003,0.301250011,0.346749991,0.412050009,0.414200008,0.346850008,0.351000011,35,34,346,340,183,410,42,1390,4.300000191,40.6700058,30,20.89999962,1659.099976,18.01258219,19.17002736,17.30403353,21.47365659,19.17002736,140.9822251,528.1157071,17,1157.469425
902.883667,6,34.58288472,-14.60629692,1,1,1,1,0,0,1,0,0,1,1,8,51,5.25,8,1.92229867,4,0,0.250000004,5,2,7,7,11.96484184,2004.812378,0.526092157,0.152198203,0.232689987,0.251222087,0.394789895,0.495282794,0.425090175,0.362923125,0.366272885,41,47,358,328,226,516,52,1568,4.099999905,37.55001068,26.5,17.20000076,1759.400024,18.82453243,21,18.06245643,24.24047663,21,135.1411964,907.3284237,17.58774451,1688.642932
1098.244507,1,34.74338913,-14.72367954,0,1,1,0,0,0,1,0,1,0,0,3,41,4,5,0.404694468,1,0,0.01,4,1,0,3,12.35499954,10.71983242,0.182108819,0.150399998,0.165749997,0.251300007,0.365150005,0.452800006,0.411650002,0.346700013,0.342099994,44,47,340,356,234,532,32,1585,4.099999905,37.40999603,27.20000076,17.79999924,1592.800049,13.91551932,20.45064592,10.86630366,22.07374249,20.45064592,139.8020532,1106.960454,18,1051.007717
723.6646118,6,34.51996897,-14.21777869,1,1,1,1,0,0,0,0,0,1,1,8,46,4.199999809,8,0.809388876,2,0,0,3,0,0,3,12.3550005,40.1072464,0.56656079,0.142778051,0.170701811,0.259099464,0.353856087,0.427228262,0.431717145,0.388138289,0.356725039,35,34,346,340,183,410,42,1390,4.300000191,40.31999969,30,20.89999962,1659.099976,18.44264236,20.01246218,16.16792686,22.85705165,20.01246218,140.401483,518.4509793,17,1164.113408
261.0263977,1,34.73879242,-14.92724228,0,1,0,0,0,1,1,0,1,1,0,3,70,5,5,1.011736155,3,0,0,3,0,7,4,12.84920025,14.89050961,0.86198175,0.157018696,0.229319188,0.350246202,0.518784382,0.517633227,0.438703459,0.386639022,0.426768249,54,55,334,393,212,543,41,1632,4.300000191,34.88471233,27.79999924,18.60000038,1295.5,16.28478428,21.8072402,14.49435315,23.3525659,21.8072402,138.6618623,874.8930108,18,945.7094611
923.7570801,6,34.09653123,-14.20776462,1,1,1,1,0,1,0,0,1,1,1,2,54,6,6,0.922703385,4,0,0.01,4,2,7,10,13.00526237,100.2986908,0.433014284,0.124700002,0.131349996,0.137899995,0.264600009,0.47845,0.417549998,0.368000001,0.286199987,35,50,331,243,208,305,72,1244,4.199999809,37.2700119,26.60000038,16.60000038,1164.900024,27.33872116,24.17806598,28.65473263,26.59497622,24.17806598,137.2228439,1236.525287,10,2625.96071
706.0142822,6,34.1048438,-14.19396594,1,1,1,1,0,0,1,0,0,1,1,5,53,10.5,15,1.841359735,5,82,0.029999999,5,3,2,8,13.57692337,278.3196716,0.566560775,0.148634598,0.118885178,0.215200007,0.374799997,0.528751079,0.500378659,0.371204742,0.369730108,35,50,331,243,208,305,72,1244,4.199999809,34.64998627,26.60000038,16.60000038,1164.900024,29.5825877,25.34584657,30.47762897,27.73062253,25.34584657,137.0984946,1220.250286,10,2548.083281
109.8244476,6,34.58125305,-14.6117487,0,1,1,0,0,0,0,0,0,0,1,7,65,3,4,1.92229867,4,0,0.550000016,2,3,0,4,14.56589508,33.11825943,1.82108821,0.1567,0.190200001,0.233349994,0.361900002,0.503099978,0.417549998,0.38714999,0.378500015,41,47,358,328,226,516,52,1568,4.099999905,37.59999847,26.5,17.20000076,1759.400024,15.03479387,20.61245106,17.45400237,23.42215076,20.61245106,135.0390802,929.1721446,17.93241715,1754.398966
247.105011,6,34.63525772,-14.64117718,1,1,1,0,0,1,1,0,1,1,1,7,67,5.25,8,0.971266747,2,0,0.079999998,3,2,0,3,14.92895794,303.731781,0.607029378,0.13702284,0.161583318,0.177661836,0.377122131,0.425476959,0.395040763,0.362797216,0.33654424,39,42,334,319,220,511,35,1500,3.799999952,39.1700058,27.89999962,18.5,1657.800049,17.4879212,22.44880766,18.70639857,25.06930268,22.44880766,138.4702614,952.5427261,18,966.214693
699.6160278,3,34.59556061,-14.43671105,0,1,0,1,1,0,1,0,0,1,1,15,66,5.75,8,3.439902782,4,100,0.200000003,4,2,6,7,15.11670589,584.1520996,3.237490058,0.125,0.135550007,0.242599994,0.33524999,0.376399994,0.393000007,0.326550007,0.34709999,36,33,337,313,192,438,29,1378,3.900000095,40.06999969,30,20.70000076,1785.800049,26.16655061,20.01748258,19.28232091,23.77770209,20.01748258,136.2147519,554.6488955,17,902.5968982
988.4199829,1,34.74383825,-14.93036802,0,1,1,0,1,0,1,0,1,1,0,1,82,6,6,0.758802116,2,0,0.039999999,4,2,0,5,15.81439972,101.4792633,0.455272056,0.119252577,0.155800981,0.245522249,0.499433041,0.441100307,0.385733993,0.326719055,0.34864771,54,55,334,393,212,543,41,1632,4.300000191,35.45000458,27.79999924,18.60000038,1295.5,21.53040899,21.60782678,19.06021582,24.12727684,21.60782678,136.7341308,868.1598389,18,925.6549931
803.0912476,3,34.59518628,-14.43795611,0,1,1,0,1,1,1,0,1,0,1,6,33,4.666666508,9,0.607041717,2,0,0.250000004,3,2,4,4,16.47333336,471.2005615,0.404686272,0.128700003,0.148949996,0.236149997,0.380100012,0.374350011,0.340649992,0.317449987,0.33919999,36,33,337,313,192,438,29,1378,3.900000095,40.06999969,30,20.70000076,1785.800049,25.04747779,20.94910859,18.78500025,23.31256441,20.94910859,136.7037974,556.6488442,17,898.6104933
1111.972534,6,34.58989798,-14.60255796,1,1,1,0,0,0,1,0,1,1,0,2,70,4,4,0.404694468,1,0,0.02,4,1,1,3,17.29699898,89.05356598,0.202343136,0.157700002,0.172649994,0.186550006,0.366050005,0.449400008,0.38409999,0.30704999,0.310499996,39,41,337,316,216,499,40,1488,3.799999952,37.86998749,28.10000038,18.5,1710,19.84879039,20.82707977,16.07617046,24.94543919,20.82707977,133.6200392,897.1069794,17.80695565,1532.784914
1330.56543,6,34.52154079,-14.21696419,0,1,1,0,0,0,0,0,0,1,1,4,69,0.666666687,2,0.404694468,2,100,0.200000003,3,1,0,3,17.29699898,105.6521759,0.263046071,0.141097486,0.167866179,0.259705196,0.3506361,0.420598337,0.429187886,0.382599282,0.354051836,35,34,346,340,183,410,42,1390,4.300000191,40.32503682,30,20.89999962,1659.099976,19.96758527,20.97464574,15.14870393,22.55057458,20.97464574,141.1243484,519.5652105,17,1178.231748
2372.208008,6,34.10081301,-14.20593649,1,1,1,1,0,1,1,0,0,1,1,7,30,3.5,4,3.209227085,16,100,0.050000001,6,2,2,25,17.44968414,238.63414,0.50585784,0.139183628,0.12707156,0.193308731,0.327285152,0.531108556,0.488714396,0.361855527,0.332341855,35,50,331,243,208,305,72,1244,4.199999809,37.15235897,26.60000038,16.60000038,1164.900024,26.34646173,24.6077035,23.9609492,25.52406666,24.6077035,135.9825097,1234.851365,10,2593.712208
298.2301636,3,34.59910027,-14.42220997,1,1,1,0,1,1,0,0,1,0,1,5,23,8.666666985,10,1.416430593,2,0,0.02,2,1,7,3,17.64999962,221.4785614,1.173590183,0.164800003,0.185200006,0.262499988,0.373050004,0.354000002,0.320850015,0.318349987,0.292699993,36,33,337,313,192,438,29,1378,3.900000095,39.2700119,30,20.70000076,1785.800049,21.5134992,19.39369744,21.54907491,24.2006193,19.39369744,137.4862127,550.822307,17,952.704359
329.4733276,6,34.63251114,-14.64153194,1,1,0,0,0,0,0,0,1,1,1,8,70,8.833333015,12,1.416430593,2,0,0,4,1,0,4,17.64999962,14.81684685,0.910544097,0.143238354,0.165106073,0.193890304,0.388475313,0.418135642,0.383543494,0.334887175,0.331167258,39,42,334,319,220,511,35,1500,3.799999952,40.26842747,27.89999962,18.5,1657.800049,17.52705798,21.26759192,18.62691272,24.50189761,21.26759192,138.0763879,945.3386848,18,973.0351385
494.2099915,1,34.7555542,-14.72924614,1,1,1,0,0,0,1,0,1,1,1,7,44,3.400000095,6,1.416430593,2,0,0.100000001,4,1,0,9,17.64999962,65.81876373,0.50585784,0.120808507,0.137865409,0.172276996,0.373285878,0.47250486,0.403645725,0.310526028,0.313096826,44,46,331,355,228,530,32,1566,3.900000095,35.11000824,27.39999962,18.20000076,1593.800049,14.03430092,21.07795867,14.58900005,22.05393559,21.07795867,138.6081843,1112.75941,18,1027.672602
836.3554077,6,34.6373352,-14.63289655,1,1,1,0,1,0,0,0,0,1,1,6,36,3,3,2.023472309,3,89,0.170000002,6,2,0,7,18.28540039,180.1264954,0.65761517,0.144199997,0.169650003,0.197500005,0.351999998,0.445349991,0.408800006,0.315200001,0.3292,39,42,334,319,220,511,35,1500,3.799999952,38.02999115,27.89999962,18.5,1657.800049,18.66208414,22.2697507,20.920651,25.23069923,22.2697507,138.1931107,959.0749644,18.00136434,915.0583969
823.6832886,1,34.73538208,-14.89992332,1,1,1,0,1,1,1,0,0,1,1,7,52,7,12,0.870093107,4,100,0,6,0,3,6,18.38883591,50.19520569,0.121405885,0.136005149,0.167471679,0.29156732,0.458900003,0.497339985,0.434773185,0.35239703,0.370174782,54,53,333,380,216,530,40,1606,4.199999809,33.55114349,27.89999962,18.60000038,1351,15.68087094,20.87355084,16.19499873,23.32071053,20.87355084,136.7794535,872.9814255,18,1017.283972
2745.611084,6,34.07252297,-14.32120601,1,1,1,1,0,1,1,0,0,0,1,6,37,6.25,12,1.92229867,5,0,1.970000036,5,4,0,12,18.72757912,360.1763611,0.546326466,0.127900004,0.144800007,0.206750005,0.293300003,0.430700004,0.424950004,0.364600003,0.326799989,39,54,341,246,223,306,87,1296,4.199999809,33.4200058,26.5,16.5,1106.199951,12.71041538,23.40755211,23.19162236,24.61086673,23.40755211,136.4175535,1259.307047,10,2575.185753
644.6217651,3,34.58826166,-14.43951476,1,1,0,0,0,1,1,0,0,0,0,5,72,5.333333492,8,1.416430593,2,0,0.86999999,3,2,4,3,19.06200027,236.7344055,1.163472995,0.156872672,0.186456656,0.286946876,0.399889059,0.504270074,0.475924513,0.429356787,0.410871551,36,33,337,313,192,438,29,1378,3.900000095,39.52999115,30,20.70000076,1785.800049,18.26481936,20.42351503,15.47497474,24,20.42351503,137.2631082,553.8337258,17,887.8972108
247.1049957,1,34.73631063,-14.89894833,0,1,0,0,0,0,0,0,1,0,0,1,23,4,4,0.404694468,1,0,0,1,0,0,1,19.76799965,469.6495056,0.404686272,0.136299998,0.167549998,0.287550002,0.460599989,0.499449998,0.436100006,0.353300005,0.367300004,54,53,333,380,216,530,40,1606,4.199999809,33.6700058,27.89999962,18.60000038,1351,15.45384986,21.02906581,14.86980477,23.2074721,21.02906581,138.0045958,869.5428964,18,1017.041752
494.2099915,6,34.62688446,-14.63305092,1,1,0,0,0,0,1,0,1,0,1,3,43,7,8,1.011736155,1,0,0.02,4,1,0,3,19.76799965,96.37890625,0.404686272,0.120700002,0.146850005,0.124600001,0.360650003,0.5079,0.445749998,0.374150008,0.372599989,39,42,334,319,220,511,35,1500,3.799999952,39.51000214,27.89999962,18.5,1657.800049,18.76658058,22.31151256,21.65686515,25.2255999,22.31151256,135.5081613,933.5352422,18,931.4571731
898.5635986,6,34.10068124,-14.2060455,1,1,0,0,0,1,1,0,0,0,0,6,33,6,9,1.011736155,4,100,0,6,0,1,12,19.76799965,79.02159119,0.222577453,0.138362332,0.131006955,0.191342196,0.331953921,0.52988156,0.485525087,0.357359684,0.331319352,35,50,331,243,208,305,72,1244,4.199999809,37.2700119,26.60000038,16.60000038,1164.900024,26.19772204,24.77947786,22.96725997,25.39639783,24.77947786,136.5552381,1234.17256,10,2594.800822
1081.084351,6,34.51803991,-14.22494158,0,1,1,1,0,0,1,0,1,0,0,6,44,6,8,0.404694468,1,0,0,2,1,0,1,19.76799965,219.8166046,0.323749006,0.183673545,0.211443794,0.292242639,0.370302041,0.470339478,0.477436178,0.372284738,0.370639016,35,34,346,340,183,410,42,1390,4.300000191,40.41159437,30,20.89999962,1659.099976,17.40066524,20.18673349,16.32601838,21.95713821,20.18673349,141.5053653,523.5677664,17,1161.590439
1235.524902,6,34.59693527,-14.63309765,1,1,0,0,0,1,0,0,0,0,1,5,43,2.333333254,4,0.202347234,1,0,0,4,1,1,3,19.76799965,34.14913559,0.121405885,0.174580285,0.192485234,0.181399742,0.413222222,0.535619044,0.383293062,0.358355275,0.355962597,39,43,338,316,226,505,41,1508,3.799999952,38.12899871,27.79999924,18.39999962,1656.300049,16.23344786,20.78337038,14.57071256,22.88419201,20.78337038,135.0629499,925.4556181,18,1511.331342
1853.287476,6,34.07381821,-14.31288242,1,1,1,0,0,0,1,0,0,1,0,5,41,9,12,0.809388936,2,0,0.01,5,1,0,6,19.76799965,117.9947205,0.242811769,0.163689908,0.191434048,0.251796223,0.4335284,0.473591469,0.420553881,0.345613307,0.368499485,39,54,341,246,223,306,87,1296,4.199999809,34.0200119,26.5,16.5,1106.199951,13.59199743,23.34200834,21.82433164,23.30878459,23.34200834,135.164766,1259.640498,10,2597.776731
386.1015625,6,34.11297297,-14.1947942,1,1,0,0,0,1,1,0,1,0,0,5,36,6.5,7,0.303520828,1,0,0.059999999,6,1,0,8,19.76800156,27.1717453,0.161874503,0.179199994,0.145600006,0.288650006,0.278849989,0.506349981,0.44115001,0.349449992,0.358900011,35,50,331,243,208,305,72,1244,4.199999809,36.51000214,26.60000038,16.60000038,1164.900024,20.5231667,24,18.51287432,25.79106907,24,138.5924343,1228.081833,10,2530.247907
1757.427734,6,34.52164742,-14.21671178,1,1,1,0,1,0,0,0,0,1,1,6,49,3.5,7,0.607041657,3,0,0.300000012,4,1,0,5,19.76800156,452.5113525,0.469436072,0.141074751,0.166606752,0.25865925,0.351992277,0.430176492,0.429026164,0.382245861,0.356325454,35,34,346,340,183,410,42,1390,4.300000191,40.37051219,30,20.89999962,1659.099976,20.52380717,20.95903954,16.60030789,22.98079083,20.95903954,140.1077137,519.4383954,17,1179.015393
