Yield,Clusters,Long,Lat,Intercrop,Fert,Manure,Labour,Pest,Residue,Rotation,Fallow,Femhead,Mindis,Erosion,Hhsize,Headage,Meanedu,Educmax,Landsize,Nplots,FempltsF,TLU,CropD,LvstD,Ncrop,FertHa,Totincome,MaizeA,octEVI,novEVI,decEVI,janEVI,febEVI,marEVI,aprEVI,seasEVI,octprec,novprec,decprec,janprec,febprec,marprec,aprprec,seasprec,pdsi,lst,Maxtemp,Mintemp,Soilmoist,Silt,Sand,Clay,CEC,Orgcab,Soilbulk,DEM,MarketAccess,LivDens
1188.569458,6,34.6053772,-14.64644718,1,1,1,1,0,0,0,0,0,1,1,5,38,2,2,2.060694456,4,0,0.059999999,7,1,10,24.74893761,333.8044434,1.138347283,0.140699998,0.126399994,0.234300002,0.354449987,0.474049985,0.417899996,0.301800013,0.305599988,5,12,198,274,240,132,31,892,-1.820000052,32.37999725,26.89999962,18.89999962,1468.5,22.04043117,20.28361409,19.02467744,24.56335233,20.28361409,135.7906257,920.785307,18,1380.28213
813.6383667,3,34.59558535,-14.42771985,1,1,1,1,0,1,1,0,0,0,1,2,70,1,1,1.011736155,3,0,0.200000003,5,1,4,25.20419884,44.84071732,0.331849471,0.138799995,0.121799998,0.148949996,0.313849986,0.441599995,0.361200005,0.250999987,0.276899993,2,9,198,258,230,119,27,843,-2.069999933,37.2700119,29.10000038,21.20000076,1523.199951,22.41766898,20.36928505,20.19080712,23.06801707,20.36928505,137.2864292,551.8449816,17,928.6478465
1812.103394,3,34.59031439,-14.43845151,1,1,1,1,1,1,1,0,0,1,1,7,46,1,3,1.952298641,4,0,0.01,6,1,8,25.61083603,82.50416565,0.910562545,0.160187823,0.159220972,0.272722835,0.383695717,0.592864099,0.475112155,0.358417527,0.347774537,2,9,198,258,230,119,27,843,-2.069999933,39.70998383,29.10000038,21.20000076,1523.199951,21.93986824,20.30793126,17.6057576,23.5768606,20.30793126,138.693867,549.1142322,17,892.3732992
853.0979004,6,34.07289158,-14.32009224,1,1,0,0,0,1,1,0,0,1,0,3,65,0.666666687,2,0.967041731,3,0,0.110000001,3,2,5,25.85203934,314.7438354,0.663520865,0.170699999,0.214100003,0.201550007,0.370000005,0.637600005,0.537349999,0.370550007,0.344599992,1,16,204,247,231,126,53,878,-3.380000114,31.90999794,25.60000038,17.10000038,967.2000122,14.29531879,23.74754545,23.9689175,24,23.74754545,136.9486323,1261.118622,10,2578.998692
1731.587524,6,34.58856854,-14.60252875,1,1,1,1,0,1,1,0,0,1,0,2,71,3.5,4,2.225819588,3,0,0.029999999,6,1,11,26.84404373,111.9961014,1.166005649,0.1734,0.158099994,0.187150002,0.354499996,0.503600001,0.395449996,0.317299992,0.290800005,5,12,197,270,237,131,31,883,-1.75,31.67000771,27.10000038,19.10000038,1514.099976,19.49204041,20.6824522,15.19778059,24.1249521,20.6824522,133.7021914,895.817491,17.80345018,1557.895864
656.2896118,6,34.10593629,-14.19597198,1,1,1,0,0,1,1,0,0,1,1,2,51,6,6,0.910562575,2,0,0.130000001,7,2,15,27.45555496,157.309082,0.37636584,0.146975232,0.180362475,0.164431421,0.339705535,0.539210246,0.486167463,0.326619043,0.275812015,0,15,199,248,226,125,48,861,-3.480000019,33.05001068,25.70000076,17.10000038,1015.099976,28.71755326,25.98831739,27.97014759,26.77911659,25.98831739,139.0648154,1222.382681,10,2548.909691
1326.953857,6,34.10117576,-14.20562586,1,1,0,0,0,1,1,0,0,0,0,7,39,6,8,1.821125031,3,0,0.470000006,4,2,6,27.45555496,236.065033,0.404694468,0.148735069,0.191010639,0.222014295,0.449079026,0.501903374,0.522372382,0.363813337,0.390430993,0,15,199,248,226,125,48,861,-3.480000019,34.70264744,25.70000076,17.10000038,1015.099976,27.63262154,24.15576156,23.96026702,25.61789797,24.15576156,136.0930257,1236.118401,10,2590.727589
653.5947266,1,34.76586533,-14.73347855,1,1,0,0,0,0,1,0,1,1,0,5,46,3.5,7,1.800000072,2,100,0.01,6,1,9,27.77777672,193.9854584,0.612000018,0.160699993,0.157700002,0.285050005,0.442600012,0.587800026,0.514349997,0.324149996,0.364399999,7,13,194,287,232,134,29,896,-1.909999967,31.70998573,26.60000038,18.70000076,1434,14.3980091,21.35393322,17.16507942,22.65634214,21.35393322,134.7322307,1109.693318,18,1002.849841
654.4194946,1,34.75623703,-14.72913742,1,1,1,0,0,1,1,0,0,0,0,3,28,2.5,5,0.720000029,1,0,0.02,6,1,11,27.77777672,47.56000137,0.420224689,0.150734985,0.124167428,0.283922877,0.493589986,0.587667255,0.423312938,0.30847268,0.368944626,7,13,194,287,232,134,29,896,-1.909999967,31.10000038,26.60000038,18.70000076,1434,13.82355449,20.43924479,13.13274551,22.01173178,20.43924479,136.5069912,1113.631345,18,1025.77913
875.3753662,6,34.60609436,-14.64524269,1,1,1,1,0,1,1,0,0,1,0,5,41,9.333333015,11,3.960000038,3,85.7142868,0.150000006,4,1,6,27.77777672,377.3199158,1.332000047,0.158700004,0.131600007,0.226950005,0.37044999,0.494399995,0.376199991,0.294450015,0.320100009,5,12,198,274,240,132,31,892,-1.820000052,32.37999725,26.89999962,18.89999962,1468.5,21.5376788,20.17519941,18.58473606,24.94413419,20.17519941,136.0481571,919.4715545,18,1363.012246
2713.869873,6,34.07109713,-14.31577031,1,1,1,1,0,1,0,0,0,1,1,4,33,5.5,6,0.809388936,3,0,0,5,0,7,27.79874992,397.9750671,0.350060713,0.244399995,0.245800003,0.35374999,0.394199997,0.47815001,0.552749991,0.367599994,0.434799999,1,16,204,247,231,126,53,878,-3.380000114,32.34999847,25.60000038,17.10000038,967.2000122,14.39366286,24.07218135,22.24244315,24.39804158,24.07218135,134.152113,1262.133982,10,2579.227528
720.7229004,3,34.58839889,-14.44072713,1,1,1,0,1,1,1,0,0,1,1,6,50,1.5,3,1.721451521,3,0,0.700000025,5,3,5,29.04525566,257.5206604,0.485633373,0.171274643,0.174003321,0.237196842,0.43107781,0.579796171,0.482425949,0.400423588,0.376350394,2,9,198,258,230,119,27,843,-2.069999933,39.70998383,29.10000038,21.20000076,1523.199951,18.09541513,20.76051751,15.28257446,23.76338694,20.76051751,138.0061557,557.812325,17,885.2191594
1638.2146,6,34.1129452,-14.19587,1,1,0,0,0,1,0,0,0,0,1,2,25,3.5,5,0.202347234,1,0,0,4,0,4,29.65199852,22.26499939,0.10926751,0.175946234,0.229176391,0.266469678,0.350624797,0.499979743,0.499596474,0.350061545,0.356720269,0,15,199,248,226,125,48,861,-3.480000019,33.02999115,25.70000076,17.10000038,1015.099976,20.39479962,24.24004018,19,24.87319815,24.24004018,135.5617492,1230.678089,10,2529.789774
677.7737427,6,34.63351059,-14.64191437,1,1,1,0,0,1,1,0,0,0,1,3,26,7.5,8,0.505868077,2,0,0,2,0,3,29.65200043,88.11595917,0.354107648,0.158138712,0.137392164,0.25078625,0.377216756,0.517858554,0.384188718,0.289938974,0.319237736,5,12,196,271,235,131,28,878,-1.720000029,32.5007839,27.10000038,18.89999962,1470.099976,18.09943377,21.12327992,17.36483556,24.15891747,21.12327992,139.194209,951.87316,18,973.5430628
847.2171021,1,34.75003222,-14.92710534,1,1,1,0,0,0,0,0,1,0,0,4,57,8,8,1.011736155,3,100,0.01,3,1,5,29.65200043,473.7880554,0.708215319,0.136917796,0.129199997,0.148849934,0.43169561,0.535099119,0.468682749,0.357700481,0.355393366,10,16.43233968,190.0263766,292.5940338,234.8910582,133.2970169,29,906.2408209,-2.123233945,33.18999481,27.2270634,19.27029836,1145.83374,21.31204246,23.14541999,23.17005325,26.15287314,23.14541999,138.9934257,858.487528,18,917.134046
1235.525024,1,34.73863983,-14.71613789,1,1,1,0,0,1,1,0,0,1,0,6,37,4.5,5,1.011736155,2,0,0.039999999,4,1,4,29.65200043,243.2255707,0.404694468,0.155499995,0.193599999,0.259950012,0.473250002,0.488900006,0.356150001,0.335799992,0.345499992,7,13,199,290,239,135,28,911,-1.980000019,32.83998871,26.20000076,18.39999962,1434,15.05614305,21.30632361,15.62362036,22.04152073,21.30632361,132.8823291,1116.588992,18,1049.061407
2552.160889,6,34.59391714,-14.62538925,1,1,1,0,0,1,0,0,0,0,1,7,55,4.75,8,1.327041745,5,0,0.670000024,6,3,12,30.14223099,185.73349,0.530149743,0.182172393,0.180752406,0.284631569,0.384329295,0.533403088,0.533200026,0.354596078,0.338066181,5,12,198,274,240,132,31,892,-1.820000052,33.46999359,26.89999962,18.89999962,1468.5,18.38989208,20.98552814,17.17153694,23.18041747,20.98552814,136.2413704,916.4940813,18,1562.028431
220.2641907,6,34.51893354,-14.22105248,0,1,0,0,0,1,0,0,0,0,1,7,65,7.5,12,0.809388936,2,0,0,2,1,3,30.88749886,98.03749847,0.768919498,0.167060712,0.216866397,0.257293618,0.348586482,0.506125198,0.396368016,0.3564555,0.317442249,0,10,205,273,237,127,43,895,-4.139999866,37.52999115,29.20000076,21.29999924,1410.800049,18.48267594,20.35818385,16.53912739,21.45803869,20.35818385,140.4178056,522.0117992,17,1160.537409
494.2099915,6,34.63251877,-14.6403656,1,1,0,0,0,1,0,0,1,0,1,3,47,2,3,0.809388936,1,100,0,3,1,3,30.88749886,171.1638031,0.404694468,0.151539283,0.147514545,0.245829625,0.395921579,0.518307676,0.412047488,0.278609063,0.303235491,5,12,196,271,235,131,28,878,-1.720000029,32.43415964,27.10000038,18.89999962,1470.099976,16.90385781,20.98923633,16.68674005,23.90875588,20.98923633,139.3913561,944.4555918,18,966.1557174
494.2099915,6,34.59577217,-14.6329526,1,1,0,0,0,1,1,0,1,0,0,6,52,0,0,1.618777871,1,100,0.450000007,8,2,4,30.88749886,180.0225067,0.404694468,0.178800002,0.1479,0.306650013,0.418749988,0.594449997,0.408899993,0.3134,0.352800012,5,12,198,274,240,132,31,892,-1.820000052,33.46999359,26.89999962,18.89999962,1468.5,16.07851598,20.99799694,14.11930148,23.11943537,20.99799694,135.3907119,927.9329613,18,1534.982247
864.8674927,1,34.74132919,-14.71815205,1,1,1,1,0,1,1,0,0,0,1,2,24,10.5,11,3.237555742,3,0,0.410000006,6,2,7,30.88749886,163.8969269,0.809388936,0.152500004,0.146300003,0.277049989,0.50424999,0.496100008,0.435250014,0.310299993,0.372000009,7,13,199,290,239,135,28,911,-1.980000019,30.59667397,26.20000076,18.39999962,1434,15.11627646,20.58859796,13.5024189,21.37259087,20.58859796,135.4871902,1110.904258,18,1046.885984
872.1352539,6,34.58040905,-14.5942618,1,1,0,1,0,1,0,0,1,1,1,6,48,5,6,1.618777871,4,100,0,5,0,10,30.88749886,249.3305206,0.859975744,0.144230908,0.153899997,0.243750006,0.396893471,0.518759587,0.415704823,0.354714068,0.328000009,5,13,210,285,247,139,38,937,-2.180000067,31.43999672,25.60000038,17.70000076,1567.699951,18.82382931,21,16.75699916,23.62083281,21,134.9828415,895.0636315,17,1660.535212
597.8346558,3,34.59490629,-14.42915627,1,1,1,0,0,1,1,0,0,1,0,1,65,8,8,1.618777752,3,0,1.049999982,5,2,5,30.88750076,78.11553955,0.752731696,0.145265118,0.137981005,0.123918045,0.340238949,0.421944858,0.421690997,0.275906195,0.280479994,2,9,198,258,230,119,27,843,-2.069999933,37.2700119,29.10000038,21.20000076,1523.199951,21.67197341,19.61852664,17.88697203,23.55263898,19.61852664,136.547652,551.7574101,17,923.3065032
3660.814941,3,34.5967593,-14.43564528,1,1,1,0,0,1,1,0,1,0,1,6,57,3,4,1.618777752,2,100,0.16,4,2,5,30.88750076,92.3118515,1.09267506,0.135600001,0.128299996,0.17265596,0.412000633,0.420915185,0.392885919,0.291295341,0.312558957,2,9,198,258,230,119,27,843,-2.069999933,36.74999237,29.10000038,21.20000076,1523.199951,22.32572373,21,17.84899107,23.85743515,21,135.7223077,557.2048716,17,907.1381281
1840.231079,6,34.1133974,-14.19472169,1,1,1,0,0,1,1,0,0,0,1,6,46,3.25,5,1.19384861,3,0,0.640000008,10,3,11,31.41101837,450.4627075,0.486361787,0.177100003,0.221100003,0.244499996,0.361849993,0.498849988,0.461450011,0.350349993,0.314799994,0,15,199,248,226,125,48,861,-3.480000019,33.02999115,25.70000076,17.10000038,1015.099976,19.95861955,24,18.13969754,25.64672654,24,138.3673298,1227.258805,10,2529.279409
1853.287476,6,34.63391876,-14.62995625,1,1,1,1,0,1,1,0,0,1,1,9,45,7.5,10,1.112909675,3,0,0.240000002,4,2,4,31.44909286,468.8068542,0.607041702,0.144299999,0.128999993,0.259449989,0.385399997,0.509199977,0.357600003,0.305799991,0.342900008,5,12,196,271,235,131,28,878,-1.720000029,32.49999237,27.10000038,18.89999962,1470.099976,16.65973283,21.53223951,18.66263766,23.63910597,21.53223951,139.5708749,945.2136143,18,902.9252036
706.0142822,1,34.7502382,-14.92399407,1,1,0,0,0,1,1,0,1,1,1,6,37,6,6,2.023472309,4,100,0.039999999,6,1,7,32.1230011,181.7732391,1.770538241,0.1435,0.163499996,0.220750004,0.462700009,0.542400002,0.456999987,0.320199996,0.37439999,10,16,187,290,231,132,29,895,-2.079999924,33.58998871,27.39999962,19.39999962,1151.800049,20.09120205,22.11887469,21.55271847,26.54363091,22.11887469,137.7518697,852.5197029,18,923.5859549
293.5333252,6,34.59479907,-14.62484652,1,1,0,0,0,0,0,0,0,1,1,7,58,2,4,1.484694481,3,58.33333206,0.290000007,7,2,10,32.32988358,278.475769,1.628449991,0.167414279,0.148252186,0.276877024,0.366600926,0.547912404,0.419397641,0.351466179,0.337715528,5,12,197.2732906,271.0931782,237.8198797,131.2732906,31,885.4596205,-1.769130496,33.31012594,27.04534221,19.04534121,1501.637874,18.82943037,21,17.38633517,24.31279352,21,135.7751074,913.9859549,18,1541.56325
819.1072998,6,34.59162952,-14.62756229,1,1,0,0,0,1,1,0,0,1,1,4,37,2,4,1.416430593,3,0,0.100000001,3,1,7,32.47600174,178.0293427,0.874140009,0.171800002,0.119900003,0.257050008,0.388749987,0.563300014,0.396299988,0.333550006,0.324499995,5,12,198,274,240,132,31,892,-1.820000052,33.46999359,26.89999962,18.89999962,1468.5,15.21750477,21.22946035,16.70149772,23,21.22946035,134.5548709,932.9399,18,1614.127922
1087.261963,1,34.74438477,-14.72888565,1,1,1,0,0,1,1,0,0,1,1,7,60,7,11,1.537838936,2,0,0.540000007,5,3,4,32.51315689,325.4812927,0.505868077,0.146300003,0.134900004,0.28944999,0.539950013,0.544550002,0.419999987,0.287750006,0.356000006,7,13,199,290,239,135,28,911,-1.980000019,30.73000526,26.20000076,18.39999962,1434,14.34359115,21.22644359,14.56365024,21.94562803,21.22644359,136.5517312,1108.596801,18,1056.409055
884.6358643,6,34.52226705,-14.21487245,0,1,0,1,0,1,0,0,0,0,0,4,67,0,0,0.922347248,3,0,0.120000001,2,2,2,32.52571106,94.1728363,0.202347234,0.166299999,0.151600003,0.193149999,0.398299992,0.510500014,0.397700012,0.333400011,0.318699986,0,10,205,273,237,127,43,895,-4.139999866,37.64998627,29.20000076,21.29999924,1410.800049,20.05935598,21.31670696,15.86158183,23.07716663,21.31670696,139.7170832,518.5210586,17,1183.606267
1235.525024,1,34.74729538,-14.91115379,0,1,0,0,0,1,1,0,1,1,1,1,66,0,0,1.529388905,3,100,0.220000003,7,2,4,32.6927948,173.9529114,0.445163891,0.158000007,0.165413168,0.382124289,0.4984689,0.613961083,0.428036985,0.343550748,0.399073931,10,16,193,292,238,133,29,911,-2.150000095,32.34999847,27.20000076,19.20000076,1200.199951,20.16487735,22.70817214,23.95599869,27.57651807,22.70817214,137.2403699,852.7390338,18,960.1363304
442.3179321,6,34.52098259,-14.22604781,0,1,0,0,0,1,0,0,1,0,1,3,66,2,2,0.607041657,1,100,0.100000001,2,1,2,32.94666672,8.384082794,0.404694468,0.160175717,0.165933328,0.222933743,0.321475488,0.490766876,0.360493429,0.294145898,0.296486007,0,10,205,273,237,127,43,895,-4.139999866,38.11000824,29.20000076,21.29999924,1410.800049,17.25195969,19.23005373,16.45325356,21.56655835,19.23005373,141.7421947,524.8716736,17,1184.154071
565.1916504,6,34.51557293,-14.22996034,1,1,0,0,0,0,1,0,0,0,0,2,67,8.5,10,1.517604232,2,0,0.400000006,2,1,3,32.94666672,274.3190002,1.1270741,0.169580856,0.208780818,0.276749998,0.408357636,0.487550902,0.385276176,0.323624867,0.362914937,0,10,205,273,237,127,43,895,-4.139999866,34.52999115,29.20000076,21.29999924,1410.800049,15.72609956,19.52747808,14.97757414,22.00894982,19.52747808,141.0088572,535.3277346,17,1159.008534
909.5889893,6,34.63268661,-14.63988304,1,1,1,1,0,1,1,0,0,1,1,5,38,4,5,0.910562515,2,44.44444656,0.450000007,6,2,6,32.94666672,214.9069366,0.659651965,0.152535476,0.145347835,0.255455303,0.402807739,0.515966636,0.404376822,0.275035228,0.319348848,5,12,196,271,235,131,28,878,-1.720000029,32.41299165,27.10000038,18.89999962,1470.099976,16.8283287,21.47522487,18.53742382,24,21.47522487,137.1175219,944.3450834,18,963.0320848
1179.514526,6,34.06955336,-14.31517647,1,1,1,0,0,1,1,0,0,0,1,6,50,1.333333373,4,0.607041657,1,33.33333588,1.150000002,3,3,3,32.94666672,273.1361694,0.151760414,0.181999996,0.239800006,0.216949999,0.319700003,0.627950013,0.536849976,0.362699986,0.310600013,1,16,204,247,231,126,53,878,-3.380000114,32.34999847,25.60000038,17.10000038,967.2000122,16.52880249,24.4690713,22.95813102,24.04562052,24.4690713,133.4372162,1254.748439,10,2573.109039
1728.226685,6,34.11753613,-14.18644739,1,1,0,0,0,1,1,0,1,0,1,8,44,3.666666746,7,0.910562575,4,100,0.029999999,8,1,16,32.94666672,33.84999847,0.318251714,0.165346513,0.189683433,0.21928691,0.448525884,0.561951548,0.496311127,0.37381043,0.422673907,0,15,199,248,226,125,48,861,-3.480000019,31.74999428,25.70000076,17.10000038,1015.099976,19.00545132,23.08046824,17.78251514,24.00276511,23.08046824,137.8414869,1184.486592,10,2534.719474
1923.12146,6,34.07408332,-14.31616391,1,1,1,0,0,1,1,0,0,1,0,3,33,2.5,5,0.607041717,2,100,0,5,0,4,32.94666672,328.6433411,0.186159447,0.236300007,0.298299998,0.301849991,0.375149995,0.450399995,0.540449977,0.373349994,0.373299986,1,16,204,247,231,126,53,878,-3.380000114,32.34999847,25.60000038,17.10000038,967.2000122,14.95125464,23.99601293,23.17024267,24.2354768,23.99601293,135.2749066,1259.232521,10,2592.317141
1645.934204,3,34.59422183,-14.43064564,1,1,1,1,0,1,1,0,0,1,1,2,42,3,6,2.225819588,4,0,0.420000006,4,3,6,33.69545364,200.302063,0.930797234,0.162799999,0.142199993,0.109750003,0.352299988,0.533249974,0.401349992,0.326700002,0.299699992,2,9,198,258,230,119,27,843,-2.069999933,37.2700119,29.10000038,21.20000076,1523.199951,20.89586146,19.82717908,17.03789154,23.58310155,19.82717908,137.1976746,552.9061531,17,917.9673067
884.6358643,3,34.5917054,-14.43208477,0,1,0,0,0,1,1,0,0,0,0,2,74,0,0,0.404694468,1,100,0,1,1,1,34.59399796,2.722500086,0.404694468,0.157800797,0.155339599,0.17605198,0.368288397,0.569175506,0.445117007,0.366430897,0.314623207,2,9,198,258,230,119,27,843,-2.069999933,37.18331578,29.10000038,21.20000076,1523.199951,23.40809544,20.01079606,16.70690625,23.81255962,20.01079606,136.6155235,554.9296163,17,910.1719363
1415.41748,6,34.51982352,-14.21825239,0,1,1,0,0,0,0,0,1,1,1,4,44,5.333333492,9,1.011736155,3,100,0.01,1,1,3,34.59399796,133.2000732,1.011736169,0.252321249,0.156536734,0.22521788,0.379378722,0.496904156,0.425648268,0.324537845,0.31980479,0,10,205,273,237,127,43,895,-4.139999866,37.52999115,29.20000076,21.29999924,1410.800049,18.39162231,20.71016339,16.43748948,22.64655982,20.71016339,139.7148346,518.6546237,17,1163.499879
710.3174438,1,34.73199608,-14.68817313,0,1,1,0,0,0,1,0,1,1,0,5,24,5.5,6,1.441000104,5,0,0.390000015,3,2,4,34.69812393,125.5936508,1.26000005,0.170900002,0.145899996,0.338750005,0.509850025,0.497900009,0.529850006,0.369150013,0.437099993,6,12,194,280,232,133,28,885,-1.809999943,32.12999725,26.79999924,18.79999924,1455.900024,13.69060064,22,15.28516211,23.01161183,22,137.0299855,1002.75832,18,992.936104
595.2380981,1,34.74261856,-14.72089577,1,1,0,1,0,1,0,0,1,1,1,3,35,2,2,3.600000143,3,100,0,3,0,4,34.72222137,245.042038,0.252000004,0.152777683,0.148404541,0.266258497,0.518594679,0.504838957,0.411831171,0.319138936,0.343123579,7,13,199,290,239,135,28,911,-1.980000019,30.59667397,26.20000076,18.39999962,1434,13.6734578,20.63702398,12.11157065,20.79607424,20.63702398,139.8309746,1109.568204,18,1048.461796
3159.414063,6,34.09653123,-14.20776462,1,1,0,1,0,1,1,0,1,0,1,3,48,8.5,12,1.375961185,3,100,0.529999999,5,2,7,34.88470459,187.2367096,0.283286124,0.096699998,0.170300007,0.140799999,0.376300007,0.49575001,0.446200013,0.34404999,0.349999994,0,15,199,248,226,125,48,861,-3.480000019,35.0200119,25.70000076,17.10000038,1015.099976,27.33872116,24.17806598,28.65473263,26.59497622,24.17806598,137.2228439,1236.525287,10,2625.96071
1087.261963,3,34.58819116,-14.44088102,1,1,1,1,1,1,1,0,0,1,1,2,73,4.5,8,1.517604113,3,0,0.420000006,4,3,5,34.92346954,315.0803528,0.505868085,0.174899995,0.177000001,0.227400005,0.444499999,0.588649988,0.489749998,0.410650015,0.382699996,2,9,198,258,230,119,27,843,-2.069999933,39.70998383,29.10000038,21.20000076,1523.199951,17.6890728,21.50525339,15.42285173,24.24201562,21.50525339,136.5812179,557.8176881,17,884.6989749
741.3150024,6,34.5126523,-14.23855287,0,1,0,1,0,1,0,0,0,0,1,7,39,1,2,1.416430593,2,0,0.200000003,1,1,1,35.29999924,711.1134644,1.011736155,0.148192366,0.2029026,0.273831908,0.418160145,0.573709682,0.422831085,0.360729726,0.38592473,0,10,205,273,237,127,43,895,-4.139999866,35.89000702,29.20000076,21.29999924,1410.800049,14.42506142,19,15.14265899,22.85168246,19,138.9187117,559.8060368,17,1176.960092
1020.304504,3,34.59668381,-14.43841165,1,1,0,0,0,1,1,0,1,1,0,3,33,1,1,0.708215296,3,100,0.059999999,4,1,4,35.29999924,478.972229,0.392047763,0.135545806,0.137939228,0.196667561,0.38625891,0.43508023,0.374865032,0.276519648,0.299171083,2,9,198,258,230,119,27,843,-2.069999933,36.74999237,29.10000038,21.20000076,1523.199951,22.70108073,20.71116416,17.08903153,24.03863615,20.71116416,136.5166365,559.4364822,17,898.793024
1040.710571,3,34.59476854,-14.42884012,1,1,1,0,0,1,0,0,0,1,1,7,47,5.5,8,1.416430593,4,0,0.5,7,1,5,35.29999924,18.89999962,0.784095503,0.142000005,0.137199998,0.126550004,0.338,0.401199996,0.425500005,0.266449988,0.276899993,2,9,198,258,230,119,27,843,-2.069999933,37.2700119,29.10000038,21.20000076,1523.199951,21.16466517,19.96045397,17.70452376,23.79759849,19.96045397,136.6920463,551.8207329,17,923.9604364
1326.953857,6,34.09930552,-14.20667107,1,1,1,0,0,1,0,0,0,1,0,8,50,4,10,2.832861185,4,0,0.700000018,4,2,8,35.29999924,131.9630127,0.809388936,0.157152193,0.241490619,0.197439881,0.436278484,0.367375181,0.42782605,0.330456406,0.288574048,0,15,199,248,226,125,48,861,-3.480000019,35.0200119,25.70000076,17.10000038,1015.099976,26.66830037,24.41173927,25.04822334,26.53182118,24.41173927,136.342215,1234.899859,10,2604.86086
1022.785583,1,34.7331418,-14.90355655,1,1,1,0,0,1,1,0,1,1,1,5,35,7.5,8,1.112909794,5,100,0.02,6,1,9,35.90587234,47.26468658,0.488870915,0.124244566,0.118553973,0.239357986,0.402768436,0.574577754,0.393457117,0.297877417,0.296490227,10,16,193,292,238,133,29,911,-2.150000095,31.36001015,27.20000076,19.20000076,1200.199951,17.24088821,21.37213352,18.27503978,24.58146282,21.37213352,137.2795266,877.3515419,18,1014.884861
847.2171631,6,34.58695676,-14.60342657,1,1,0,1,0,1,1,0,0,1,0,6,37,2.5,3,1.244435549,6,88.88889313,1.399999976,6,1,8,36.1609726,48107.64063,0.708215296,0.159600005,0.193299994,0.232749999,0.375349998,0.514349997,0.454750001,0.328700006,0.312900007,5,12,197,270,237,131,31,883,-1.75,31.67000771,27.10000038,19.10000038,1514.099976,19.42004589,20.00292254,16.12543189,24.25537019,20.00292254,133.0803098,899.91186,17.85179278,1593.492944
885.4595947,6,34.07399422,-14.32096856,1,1,0,0,0,1,1,0,0,0,1,6,56,3.25,6,1.112909794,4,0,0.400000013,4,2,7,36.84036255,176.9764862,0.607041702,0.186108866,0.232972762,0.205383088,0.292838986,0.520727509,0.510150289,0.358945344,0.327260783,1,16,204,247,231,126,53,878,-3.380000114,31.90999794,25.60000038,17.10000038,967.2000122,14.88465834,23.97574006,23.33646364,24.91781961,23.97574006,134.3581948,1259.279914,10,2582.064938
2536.850342,3,34.59151785,-14.43243129,0,1,0,1,0,0,1,0,1,1,1,3,71,1.666666627,4,0.813388944,2,100,0,3,0,2,36.88272476,7.759999275,0.358531107,0.154536121,0.151091578,0.185177344,0.368937406,0.568428149,0.454419374,0.358347884,0.3133252,2,9,198,258,230,119,27,843,-2.069999933,36.94731099,29.10000038,21.20000076,1523.199951,23.72898722,20.83212498,17.02198511,24,20.83212498,137.4250399,556.2249772,17,909.0009649
191.3778687,6,34.63525772,-14.64117718,1,1,1,0,0,1,0,0,1,0,1,6,61,4.75,10,0.404694468,1,100,0.100000001,3,1,2,37.06499863,61.40483475,0.202347234,0.148466942,0.134935907,0.263895936,0.426880482,0.518366738,0.393793914,0.278913661,0.354640487,5,12,196,271,235,131,28,878,-1.720000029,32.34999847,27.10000038,18.89999962,1470.099976,17.4879212,22.44880766,18.70639857,25.06930268,22.44880766,138.4702614,952.5427261,18,966.214693
799.369751,6,34.11237913,-14.19588602,1,1,0,0,0,1,1,0,1,0,1,5,33,1,1,0.404694468,2,100,0.02,6,1,7,37.06499863,134.5047913,0.671792805,0.118298976,0.210566035,0.202057491,0.427119671,0.544261612,0.494077869,0.341182596,0.356759473,0,15,199,248,226,125,48,861,-3.480000019,33.02999115,25.70000076,17.10000038,1015.099976,20.67661514,24.03434776,17.78604288,24.21119478,24.03434776,136.2248345,1227.806389,10,2531.315771
1235.525024,6,34.52207289,-14.2256355,0,1,0,0,0,1,1,0,0,1,1,4,67,3,6,0.404694468,2,100,0,3,1,3,37.06499863,185.6215057,0.404694445,0.142199993,0.151999995,0.225600004,0.274300009,0.502550006,0.377050012,0.305799991,0.296400011,0,10,205,273,237,127,43,895,-4.139999866,38.11000824,29.20000076,21.29999924,1410.800049,17.21326714,19.84194968,15.7374934,21.38318978,19.84194968,142.4277728,522.9348202,17,1191.235512
1544.40625,6,34.6022513,-14.63189261,1,1,0,1,0,1,1,0,0,1,1,5,31,1.5,2,0.404694468,1,0,0,4,0,3,37.06499863,149.3059235,0.161877781,0.157000005,0.163200006,0.244550005,0.394199997,0.555750012,0.481050014,0.33129999,0.311100006,5,12,198,274,240,132,31,892,-1.820000052,33.92998505,26.89999962,18.89999962,1468.5,17.7866633,21.86557597,18.89772215,24.00298327,21.86557597,135.5316387,907.7643855,18,1398.805336
2106.275879,6,34.11297297,-14.1947942,1,1,0,0,0,1,1,0,0,0,0,5,31,8,10,0.202347234,1,100,0.029999999,3,1,3,37.06499863,103.8562241,0.08498583,0.177100003,0.221100003,0.244499996,0.361849993,0.498849988,0.461450011,0.350349993,0.314799994,0,15,199,248,226,125,48,861,-3.480000019,33.02999115,25.70000076,17.10000038,1015.099976,20.5231667,24,18.51287432,25.79106907,24,138.5924343,1228.081833,10,2530.247907
